,coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,main_sea_level,main_grnd_level,rain_1h,wind_gust,message,rain_3h,snow_3h,cities
1,-114.04,27.97,800,Clear,clear sky,01n,stations,292.7,1009.57,75,292.7,292.7,,9.2,317.9,0,1569906505,,,0.0056,MX,1569850099,1569893034,-21600,4021858,Guerrero Negro,200,1009.57,1009.99,,,,,,guerrero negro
1,-70.49,-25.41,801,Clouds,few clouds,02n,stations,282.4,1016.52,93,282.4,282.4,,0.52,217.221,22,1569906506,,,0.0057,CL,1569925316,1569969677,-10800,3870243,Taltal,200,1016.52,970.28,,,,,,taltal
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,araguacu
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,burica
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,cumaribo
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,bengkulu
1,30.79,59.7,520,Rain,light intensity shower rain,09d,stations,284.24,983,93,283.71,284.82,8000,3,120,90,1569906507,1,8926,0.007,RU,1569902450,1569943940,10800,546105,Nikolskoye,200,,,,,,,,nikolskoye
1,82.83,58.36,803,Clouds,broken clouds,04d,stations,276.6,1024,86,276.6,276.6,,4.69,216.591,83,1569906507,,,0.0058,RU,1569889892,1569931525,25200,1489499,Togur,200,1024,1017.01,,,,,,togur
1,116.67,-31.65,802,Clouds,scattered clouds,03d,stations,294.15,1020,49,294.15,294.15,10000,2.6,280,40,1569906507,1,9569,0.0062,AU,1569880318,1569924860,28800,2064550,Northam,200,,,,,,,,northam
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,karamea
1,-64.29,-36.62,802,Clouds,scattered clouds,03n,stations,282.8,1012.58,28,282.8,282.8,,4.85,177.826,26,1569906029,,,0.0079,AR,1569923599,1569968419,-10800,3835994,Santa Rosa,200,1012.58,986.84,,,,,,santa rosa
1,-67.48,-45.87,800,Clear,clear sky,01n,stations,278.15,1009,56,278.15,278.15,10000,1,230,0,1569906508,1,8284,0.0067,AR,1569924108,1569969441,-10800,3860443,Comodoro Rivadavia,200,,,,,,,,comodoro rivadavia
1,161.3,68.75,804,Clouds,overcast clouds,04d,stations,270.7,1002.68,88,270.7,270.7,,4.98,320.362,95,1569906509,,,0.0074,RU,1569871523,1569912238,39600,2126199,Cherskiy,200,1002.68,1002.21,,,,,,cherskiy
1,136.64,50.72,803,Clouds,broken clouds,04d,stations,289.5,1012.5,60,289.5,289.5,,3.6,118.333,53,1569906509,,,0.006,RU,1569876742,1569918853,36000,2016307,Solnechnyy,200,1012.5,983.64,,,,,,solnechnyy
1,22.7,-20.47,800,Clear,clear sky,01d,stations,291.2,1017.45,23,291.2,291.2,,6.41,147.178,6,1569906509,,,0.0063,BW,1569903050,1569947223,7200,933109,Sehithwa,200,1017.45,911.43,,,,,,sehithwa
1,9.75,10.31,500,Rain,light rain,10n,stations,295.2,1012.4,90,295.2,295.2,,1.61,213.848,29,1569906510,,,0.0072,NG,1569906575,1569949913,3600,2347470,Miri,200,1012.4,944.81,,,,0.313,,miri
1,-109.91,22.89,501,Rain,moderate rain,10n,stations,295.3,1012,77,293.71,297.04,11265,4.1,260,90,1569906510,1,7165,0.0061,MX,1569849043,1569892108,-21600,3985710,Cabo San Lucas,200,,,,,,,,cabo san lucas
1,38.95,61.51,500,Rain,light rain,10d,stations,282,989.99,96,282,282,,2.9,100.054,100,1569906510,,,0.0072,RU,1569900562,1569941913,10800,552465,Kargopol,200,989.99,972.33,,,,0.125,,kargopol
1,19.24,-34.42,800,Clear,clear sky,01d,stations,285.37,1021,74,285.37,285.37,,4.35,62.115,0,1569906511,3,2003650,0.0059,ZA,1569903622,1569948311,7200,3366880,Hermanus,200,,,,,,,,hermanus
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,barentsburg
1,18.72,63.29,500,Rain,light rain,10d,stations,276.05,977,100,275.15,277.15,10000,5.1,10,90,1569906511,1,1768,0.0059,SE,1569905506,1569946676,7200,2686469,Ornskoldsvik,200,,,,,,,,ornskoldsvik
1,-52.33,4.94,800,Clear,clear sky,01n,stations,298.15,1009,94,298.15,298.15,10000,1.38,117.824,0,1569906512,1,8669,0.0082,GF,1569921404,1569964875,-10800,3382160,Cayenne,200,,,,,,,,cayenne
1,125.41,-8.93,800,Clear,clear sky,01d,stations,301.6,1011.7,56,301.6,301.6,,3.5,326.765,3,1569906513,,,0.0063,TL,1569878579,1569922405,32400,1651810,Airai,200,1011.7,976.71,,,,,,airai
1,12.15,-15.19,804,Clouds,overcast clouds,04d,stations,290.9,1013.06,84,290.9,290.9,,1.48,228.283,100,1569906513,,,0.0066,AO,1569905661,1569949674,3600,3347019,Namibe,200,1013.06,1013.19,,,,,,namibe
1,156.12,50.68,802,Clouds,scattered clouds,03d,stations,280.4,1018.37,80,280.4,280.4,,4.65,263.622,47,1569906513,,,0.0064,RU,1569872061,1569914186,39600,2121385,Severo-Kurilsk,200,1018.37,1018.31,,,,,,severo-kurilsk
1,-72.74,-8.27,500,Rain,light rain,10n,stations,295.1,1006.9,97,295.1,295.1,,1.1,37.638,100,1569906514,,,0.0079,BR,1569926125,1569969948,-18000,3662761,Porto Walter,200,1006.9,979.54,,,,0.188,,porto walter
1,-86.95,49.72,500,Rain,light rain,10n,stations,279.15,1009,93,279.15,279.15,2414,3.6,60,90,1569906514,1,810,0.0071,CA,1569930436,1569972457,-14400,5960603,Geraldton,200,,,,,,,,geraldton
1,-51.1,69.22,803,Clouds,broken clouds,04n,stations,275.15,1015,64,275.15,275.15,,2.6,,63,1569906515,1,165,0.0067,GL,1569922665,1569963023,-7200,3423146,Ilulissat,200,,,,,,,,ilulissat
1,-74.98,39.31,804,Clouds,overcast clouds,04n,stations,291.53,1023,77,289.82,293.15,16093,1.79,148.97,90,1569906515,1,9745,0.008,US,1569927337,1569969811,-14400,4501427,Port Elizabeth,200,,,,,,,,port elizabeth
1,-120.46,34.64,800,Clear,clear sky,01n,stations,284.89,1013,66,282.04,287.15,16093,7.21,329.066,1,1569906515,1,4558,0.0097,US,1569851732,1569894482,-25200,5367788,Lompoc,200,,,,,,,,lompoc
1,140.83,35.73,803,Clouds,broken clouds,04d,stations,302.56,1019,61,298.15,307.04,10000,2.1,,75,1569906516,1,7955,0.0061,JP,1569875451,1569918133,32400,2112802,Hasaki,200,,,,,,,,hasaki
1,102.79,35.32,800,Clear,clear sky,01d,stations,286.4,1007.45,34,286.4,286.4,,1.28,318.099,0,1569906517,,,0.0058,CN,1569884579,1569927259,28800,7413703,Madang,200,1007.45,662.5,,,,,,madang
1,50.28,-14.9,500,Rain,light rain,10d,stations,295.4,1017.51,92,295.4,295.4,,1.59,76.735,84,1569906519,,,0.0063,MG,1569896519,1569940518,10800,1071296,Antalaha,200,1017.51,969.56,,,,1.062,,antalaha
1,115.24,5.28,803,Clouds,broken clouds,04d,stations,302.62,1012,70,302.04,303.15,10000,2.1,,75,1569906520,1,9372,0.0076,BN,1569881197,1569924667,28800,1733782,Victoria,200,,,,,,,,victoria
1,147.9,70.62,804,Clouds,overcast clouds,04d,stations,270.5,1002.54,80,270.5,270.5,,7.43,254.245,94,1569906520,,,0.0064,RU,1569874887,1569915304,39600,2126123,Chokurdakh,200,1002.54,1000.93,,,,,,chokurdakh
1,-81.71,43.74,500,Rain,light rain,10n,stations,292.51,1012,87,289.82,295.37,,1.34,208,3,1569906520,3,2008021,0.0065,CA,1569929040,1569971338,-14400,5962442,Goderich,200,,,,5.36,,0.562,,goderich
1,-3.53,18.9,801,Clouds,few clouds,02n,stations,304.1,1008.42,11,304.1,304.1,,5.68,34.961,21,1569906521,,,0.0077,ML,1569909872,1569952988,0,2460954,Araouane,200,1008.42,976.05,,,,,,araouane
1,-35.46,-5.2,801,Clouds,few clouds,02n,stations,296.15,1012,83,296.15,296.15,10000,2.1,160,20,1569906521,1,8452,0.0064,BR,1569917223,1569960960,-10800,3386213,Touros,200,,,,,,,,touros
1,-135.9,63.59,804,Clouds,overcast clouds,04n,stations,279.15,1010,75,279.15,279.15,24140,0.46,37.962,90,1569906521,1,858,0.0105,CA,1569856134,1569897490,-25200,6068416,Mayo,200,,,,,,,,mayo
1,159.59,-8.15,500,Rain,light rain,10d,stations,301.1,1009.86,77,301.1,301.1,,3.89,112.135,100,1569906522,,,0.0073,SB,1569870389,1569914192,39600,2109528,Buala,200,1009.86,1000.84,,,,1.876,,buala
1,164.9,-21.12,804,Clouds,overcast clouds,04d,stations,295.8,1018.95,75,295.8,295.8,,11.54,145.098,100,1569906522,,,0.006,NC,1569868934,1569913099,39600,2138592,Pouembout,200,1018.95,1017.51,,,,,,pouembout
1,166.44,68.06,804,Clouds,overcast clouds,04d,stations,268.8,999.83,97,268.8,268.8,,1.68,342.817,100,1569906523,,,0.0066,RU,1569870241,1569911053,43200,2126682,Bilibino,200,999.83,915.3,,,,,,bilibino
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,nizhneyansk
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,grand centre
1,143.24,59.36,802,Clouds,scattered clouds,03d,stations,279.3,1009.17,48,279.3,279.3,,4.29,185.968,32,1569906523,,,0.0061,RU,1569875406,1569917021,36000,2122605,Okhotsk,200,1009.17,1004.69,,,,,,okhotsk
1,149.58,-33.42,800,Clear,clear sky,01d,stations,290.9,1025.77,46,290.9,290.9,,0.5,195.945,0,1569906256,,,0.0065,AU,1569872391,1569916993,36000,2176632,Bathurst,200,1025.77,933.83,,,,,,bathurst
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,bilaua
1,-50.01,-29.75,800,Clear,clear sky,01n,stations,290.5,1008.36,88,290.5,290.5,,1.58,71.358,0,1569906524,,,0.0065,BR,1569920323,1569964842,-10800,3467362,Capao da Canoa,200,1008.36,1004.61,,,,,,capao da canoa
1,146.19,68.54,800,Clear,clear sky,01d,stations,272.3,1006.29,54,272.3,272.3,,3.86,252.401,0,1569906525,,,0.0058,RU,1569875144,1569915867,39600,2126785,Belaya Gora,200,1006.29,1000.33,,,,,,belaya gora
1,134.5,33.93,803,Clouds,broken clouds,04d,stations,300.6,1018,74,300.15,301.15,10000,4.6,130,75,1569906525,1,8027,0.0081,JP,1569876944,1569919678,32400,1865309,Katsuura,200,,,,,,,,katsuura
1,29.2,-5.95,500,Rain,light rain,10d,stations,295.7,1013.35,73,295.7,295.7,,1.88,325.378,45,1569906526,,,0.0058,CD,1569901700,1569945454,7200,214974,Kalemie,200,1013.35,891.01,,,,0.874,,kalemie
1,120.21,-3.46,501,Rain,moderate rain,10d,stations,294.2,1009.96,89,294.2,294.2,,0.95,138.928,96,1569906526,,,0.0068,ID,1569879897,1569923582,28800,1638368,Kaili,200,1009.96,851.75,,,,3.874,,kaili
1,26.69,13.6,804,Clouds,overcast clouds,04d,stations,299.4,1011.42,61,299.4,299.4,,4.95,192.092,99,1569906527,,,0.0063,SD,1569902551,1569945807,7200,364933,Umm Kaddadah,200,1011.42,936.95,,,,,,umm kaddadah
1,-15.98,18.08,800,Clear,clear sky,01n,stations,299.15,1009,88,299.15,299.15,10000,4.6,310,0,1569906527,1,2482,0.0081,MR,1569912850,1569955985,0,2377450,Nouakchott,200,,,,,,,,nouakchott
1,153.71,67.46,804,Clouds,overcast clouds,04d,stations,271.5,1006.96,72,271.5,271.5,,3.47,277.691,95,1569906527,,,0.0075,RU,1569873266,1569914137,39600,2121025,Srednekolymsk,200,1006.96,1002.92,,,,,,srednekolymsk
1,126.3,45.37,800,Clear,clear sky,01d,stations,300.5,1012,51,299.82,301.15,10000,8,200,0,1569906528,1,9678,0.0057,CN,1569879109,1569921447,28800,2034834,Shuangcheng,200,,,,,,,,shuangcheng
1,88.39,69.49,803,Clouds,broken clouds,04d,stations,272.15,1013,92,272.15,272.15,10000,5,150,75,1569906528,1,8951,0.0058,RU,1569889120,1569929629,25200,1490256,Talnakh,200,,,,,,,,talnakh
1,-99.65,37.17,500,Rain,light rain,10n,stations,297.61,959,79,297.04,298.15,,8.94,340,100,1569906529,3,2021131,0.0075,US,1569933223,1569975764,-18000,4267710,Sitka,200,,,,11.18,,1.937,,sitka
1,7.78,5.52,804,Clouds,overcast clouds,04n,stations,296.2,1012.2,94,296.2,296.2,,0.65,210.384,100,1569906529,,,0.0056,NG,1569906987,1569950446,3600,2347303,Okrika,200,1012.2,999.67,,,,,,okrika
1,2.77,36.27,800,Clear,clear sky,01n,stations,287.15,1014,82,287.15,287.15,10000,1.63,176.691,0,1569906529,1,1060,0.0059,DZ,1569908612,1569951225,3600,2488835,Medea,200,,,,,,,,medea
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,garm
1,-73.83,-41.87,801,Clouds,few clouds,02n,stations,275.15,1015,100,275.15,275.15,10000,2.1,260,20,1569906530,1,8512,0.0063,CL,1569925750,1569970846,-10800,3899695,Ancud,200,,,,,,,,ancud
1,-52.73,47.66,520,Rain,light intensity shower rain,09n,stations,279.25,1010,87,278.71,279.82,24140,9.8,310,90,1569906530,1,998,0.0066,CA,1569922165,1569964306,-9000,6167817,Torbay,200,,,,,,,,torbay
1,-56.15,72.79,801,Clouds,few clouds,02n,stations,276.2,1016.59,65,276.2,276.2,,3.28,100.817,19,1569906531,,,0.0061,GL,1569924218,1569963894,-7200,3418910,Upernavik,200,1016.59,1016.39,,,,,,upernavik
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,pafos
1,126.19,9.28,803,Clouds,broken clouds,04d,stations,301.9,1009.67,70,301.9,301.9,,5.35,105.466,65,1569906531,,,0.0061,PH,1569878618,1569921991,28800,1716788,Cortes,200,1009.67,1006.79,,,,,,cortes
1,125.46,5.4,803,Clouds,broken clouds,04d,stations,301.6,1009.7,74,301.6,301.6,,6.42,128.693,66,1569906531,,,0.0066,PH,1569878746,1569922213,28800,1687186,Sarangani,200,1009.7,1009.56,,,,,,sarangani
1,24.66,14.2,803,Clouds,broken clouds,04d,stations,297.3,1011.62,66,297.3,297.3,,4.5,126.799,67,1569906532,,,0.0054,SD,1569903045,1569946287,7200,371745,Kutum,200,1011.62,883.83,,,,,,kutum
1,169.27,-19.55,803,Clouds,broken clouds,04d,stations,300.15,1016,65,300.15,300.15,10000,7.2,160,75,1569906532,1,7317,0.0061,VU,1569867909,1569912026,39600,2136825,Isangel,200,,,,,,,,isangel
1,7.07,5.43,804,Clouds,overcast clouds,04n,stations,296.3,1012.16,93,296.3,296.3,,0.78,179.705,93,1569906532,,,0.006,NG,1569907156,1569950617,3600,2337542,Naze,200,1012.16,1002.25,,,,,,naze
1,29.55,57.77,500,Rain,light rain,10d,stations,285.15,987,87,285.15,285.15,9000,5,250,100,1569906533,1,8928,0.0053,RU,1569902678,1569944307,10800,506278,Porkhov,200,,,,,,1.563,,porkhov
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,grand river south east
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,bargal
1,29.48,-3.48,801,Clouds,few clouds,02d,stations,292.15,1011,93,292.15,292.15,7000,0.95,141.094,20,1569906534,1,2493,0.0051,BI,1569901665,1569945354,7200,425378,Matara,200,,,,,,,,matara
1,22.29,55.25,804,Clouds,overcast clouds,04d,stations,281.1,999.04,75,281.1,281.1,,2.39,273.454,100,1569906534,,,0.0074,LT,1569904341,1569946128,10800,593959,Taurage,200,999.04,987.45,,,,,,taurage
1,7.39,18.74,803,Clouds,broken clouds,04n,stations,303.9,1011.08,16,303.9,303.9,,4.8,89.594,52,1569906535,,,0.0066,NE,1569907249,1569950371,3600,2447513,Arlit,200,1011.08,964.41,,,,,,arlit
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,dzhusaly
1,-102.62,38.09,800,Clear,clear sky,01n,stations,298.15,1008,57,298.15,298.15,16093,11.8,200,1,1569906535,1,4652,0.0065,US,1569847499,1569890153,-21600,5427957,Lamar,200,,,,15.9,,,,lamar
1,78.53,29.75,301,Drizzle,drizzle,09d,stations,297.15,1014,88,297.15,297.15,3000,2.1,80,90,1569906536,1,9162,0.0067,IN,1569890321,1569933160,19800,1266014,Kotdwara,200,,,,,,,,kotdwara
1,27.56,53.9,802,Clouds,scattered clouds,03d,stations,284.15,997,76,284.15,284.15,10000,9,280,40,1569906536,1,8939,0.0061,BY,1569903035,1569944906,10800,625144,Minsk,200,,,,12,,,,minsk
1,-8.45,54.63,500,Rain,light rain,10n,stations,283.71,1000,93,283.71,283.71,,3.13,41,100,1569906537,3,2012815,0.0058,IE,1569911710,1569953512,3600,2963295,Killybegs,200,,,,5.36,,0.375,,killybegs
1,15.63,78.22,801,Clouds,few clouds,02n,stations,271.15,1026,68,271.15,271.15,10000,7.7,120,20,1569906537,1,1663,0.0058,NO,1569907792,1569945874,7200,2729907,Longyearbyen,200,,,,,,,,longyearbyen
1,-67.49,6.19,804,Clouds,overcast clouds,04n,stations,298.2,1007.91,84,298.2,298.2,,0.94,91.578,89,1569906538,,,0.0071,CO,1569925058,1569968496,-18000,3671519,Puerto Carreno,200,1007.91,1000.23,,,,,,puerto carreno
1,-96.99,50.56,500,Rain,light rain,10n,stations,276.43,1016,99,275.93,277.04,,5.73,328.697,100,1569906539,3,19218,0.0072,CA,1569932870,1569974841,-18000,5961417,Husavik,200,,,,,,0.813,,husavik
1,-81.25,19.28,500,Rain,light rain,10n,stations,300.37,1007,85,300.37,300.37,,4.47,57,86,1569906539,3,2021106,0.0065,KY,1569928533,1569971624,-18000,3580733,Bodden Town,200,,,,7.6,,0.188,,bodden town
1,128.74,-15.77,803,Clouds,broken clouds,04d,stations,311.15,1012,22,311.15,311.15,10000,5.7,10,58,1569906539,1,9587,0.0061,AU,1569877686,1569921699,28800,2068110,Kununurra,200,,,,,,,,kununurra
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,belushya guba
1,-51.95,-2.59,800,Clear,clear sky,01n,stations,298.4,1007.72,76,298.4,298.4,,2.7,50.102,2,1569906540,,,0.0064,BR,1569921214,1569964882,-10800,3387928,Senador Jose Porfirio,200,1007.72,1004.1,,,,,,senador jose porfirio
1,82.18,29.28,500,Rain,light rain,10d,stations,290.3,1015.74,56,290.3,290.3,,2.4,267.228,77,1569906540,,,0.0061,NP,1569889438,1569932291,20700,1283285,Jumla,200,1015.74,724.76,,,,0.126,,jumla
1,10.55,1.44,803,Clouds,broken clouds,04d,stations,292.7,1013.17,96,292.7,292.7,,0.4,288.252,81,1569906541,,,0.0071,GQ,1569906271,1569949833,3600,2308994,Evinayong,200,1013.17,935.85,,,,,,evinayong
1,150.8,-2.57,804,Clouds,overcast clouds,04d,stations,302.4,1009.53,69,302.4,302.4,,4.08,57.113,100,1569906541,,,0.0065,PG,1569872568,1569916231,36000,2094342,Kavieng,200,1009.53,1008.76,,,,,,kavieng
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,chagda
1,131.63,43.95,800,Clear,clear sky,01d,stations,302.3,1016.8,34,302.3,302.3,,2.05,208.142,0,1569906542,,,0.0069,RU,1569877801,1569920197,36000,2017838,Pokrovka,200,1016.8,1001.32,,,,,,pokrovka
1,39.83,-4.97,501,Rain,moderate rain,10d,stations,299.6,1013.78,83,299.6,299.6,,2.6,154.599,98,1569906542,,,0.0058,TZ,1569899162,1569942890,10800,153955,Micheweni,200,1013.78,1013.54,,,,3.938,,micheweni
1,122.53,-4.94,500,Rain,light rain,10d,stations,303.8,1010.82,54,303.8,303.8,,1.15,47.477,55,1569906543,,,0.0061,ID,1569879321,1569923044,28800,1640972,Katobu,200,1010.82,1001.41,,,,0.188,,katobu
1,120.44,41.58,800,Clear,clear sky,01d,stations,302.9,1012.76,24,302.9,302.9,,7.7,207.75,0,1569906543,,,0.009,CN,1569880445,1569922923,28800,2038120,Chaoyang,200,1012.76,957.08,,,,,,chaoyang
1,-124.16,40.6,802,Clouds,scattered clouds,03n,stations,280.81,1018,93,279.82,282.04,16093,1.5,210,40,1569906447,1,4127,0.0109,US,1569852713,1569895277,-25200,5563839,Fortuna,200,,,,,,,,fortuna
1,100.36,-0.92,803,Clouds,broken clouds,04d,stations,299,1010.9,84,299,299,,5.7,182.975,60,1569906544,,,0.005,ID,1569884691,1569928313,25200,1633419,Padang,200,1010.9,1010.95,,,,,,padang
1,-17.03,20.93,701,Mist,mist,50n,stations,292.15,1011,93,292.15,292.15,2000,4.6,360,90,1569906544,1,2444,0.0072,MR,1569913140,1569956199,0,2377457,Nouadhibou,200,,,,,,,,nouadhibou
1,-104.67,23.99,803,Clouds,broken clouds,04n,stations,285.4,1013.18,92,285.4,285.4,,4.26,231.474,80,1569906545,,,0.0088,MX,1569934220,1569977176,-18000,4011743,Constitucion,200,1013.18,757.96,,,,,,constitucion
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,halalo
1,-110.26,52.35,803,Clouds,broken clouds,04n,stations,270,1023.81,96,270,270,,1.93,157.659,76,1569906344,,,0.0051,CA,1569849606,1569891713,-21600,6113828,Provost,200,1023.81,941.19,,,,,,provost
1,-68.39,-31.67,800,Clear,clear sky,01n,stations,286.4,1008.75,31,286.4,286.4,,7.54,193,0,1569906546,,,0.0078,AR,1569924692,1569969294,-10800,3842882,Nueve de Julio,200,1008.75,940.82,,,,,,nueve de julio
1,-70.73,-32.75,803,Clouds,broken clouds,04n,stations,280.37,932,99,280.37,280.37,,0.45,225,59,1569906546,3,2000076,0.0058,CL,1569925230,1569969879,-10800,3872255,San Felipe,200,,,,1.34,,,,san felipe
1,-64.62,18.42,801,Clouds,few clouds,02n,stations,301.06,1012,74,299.82,302.15,16093,4.1,120,20,1569906447,1,8786,0.0069,VG,1569924529,1569967647,-14400,3577430,Road Town,200,,,,,,,,road town
1,-20.27,63.44,500,Rain,light rain,10n,stations,282,1018.44,81,282,282,,5.71,228.336,100,1569906547,,,0.0073,IS,1569914889,1569956004,0,3412093,Vestmannaeyjar,200,1018.44,1017.96,,,,0.188,,vestmannaeyjar
1,57.7,-20.41,521,Rain,shower rain,09d,stations,296.61,1020,83,296.15,297.04,10000,6.2,70,75,1569906547,1,2061,0.0089,MU,1569894656,1569938821,14400,934322,Mahebourg,200,,,,,,,,mahebourg
1,-50.22,-30.17,800,Clear,clear sky,01n,stations,291.8,1007.54,86,291.8,291.8,,4.6,41.472,0,1569906547,,,0.0065,BR,1569920365,1569964901,-10800,3466165,Cidreira,200,1007.54,1006.55,,,,,,cidreira
1,-56.46,-30.4,801,Clouds,few clouds,02n,stations,297.6,1000.29,45,297.6,297.6,,6.85,21.183,16,1569906548,,,0.0064,BR,1569921857,1569966404,-10800,3443758,Artigas,200,1000.29,981.61,,,,,,artigas
1,95.45,55.64,804,Clouds,overcast clouds,04d,stations,278.2,1028.2,70,278.2,278.2,,4.64,257.469,99,1569906548,,,0.0067,RU,1569886771,1569928590,25200,1505529,Irbeyskoye,200,1028.2,990.45,,,,,,irbeyskoye
1,-42.02,-22.97,804,Clouds,overcast clouds,04n,stations,293.1,1017.98,83,293.1,293.1,,8.14,63.171,89,1569906548,,,0.0085,BR,1569918531,1569962800,-10800,3471451,Arraial do Cabo,200,1017.98,1016.36,,,,,,arraial do cabo
1,151.78,-32.93,802,Clouds,scattered clouds,03d,stations,292.75,1028,49,290.93,294.26,10000,7.2,100,40,1569906356,1,9605,0.009,AU,1569871874,1569916455,36000,2155472,Newcastle,200,,,,,,,,newcastle
1,-59.52,13.22,801,Clouds,few clouds,02n,stations,301.15,1011,74,301.15,301.15,10000,5.1,100,20,1569906549,1,8772,0.0056,BB,1569923237,1569966492,-14400,3374083,Bathsheba,200,,,,,,,,bathsheba
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,amderma
1,150.18,-35.71,800,Clear,clear sky,01d,stations,292.89,1026,70,290.93,294.82,,4.02,2,0,1569906550,3,2010627,0.0091,AU,1569872199,1569916897,36000,2176639,Batemans Bay,200,,,,8.05,,,,batemans bay
1,-58.74,-38.55,804,Clouds,overcast clouds,04n,stations,282.59,1010,89,282.59,282.59,,0.89,180,98,1569906507,3,2019717,0.0059,AR,1569922221,1569967134,-10800,3430443,Necochea,200,,,,1.79,,,,necochea
1,-57.8,-18.96,800,Clear,clear sky,01n,stations,301.7,1003.74,47,301.7,301.7,,2.71,27.075,0,1569906550,,,0.0096,BO,1569922382,1569966522,-14400,3465342,Puerto Suarez,200,1003.74,990.57,,,,,,puerto suarez
1,47.05,37.48,800,Clear,clear sky,01d,stations,289.1,1014.44,51,289.1,289.1,,1.04,148.45,0,1569906551,,,0.0058,IR,1569897999,1569940588,12600,142554,Hashtrud,200,1014.44,828.37,,,,,,hashtrud
1,-77.61,-11.1,804,Clouds,overcast clouds,04n,stations,289.6,1015.22,93,289.6,289.6,,5.01,163.134,89,1569906551,,,0.0066,PE,1569927253,1569971157,-18000,3939761,Hualmay,200,1015.22,1013.61,,,,,,hualmay
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,toliary
1,51.68,43.18,801,Clouds,few clouds,02d,stations,291.8,1017.07,34,291.8,291.8,,7.03,133.801,19,1569906552,,,0.0064,KZ,1569896990,1569939376,18000,609919,Kuryk,200,1017.07,1021.4,,,,,,kuryk
1,96.13,4.14,803,Clouds,broken clouds,04d,stations,300.3,1011.85,72,300.3,300.3,,2.14,211.801,81,1569906552,,,0.0077,ID,1569885769,1569929266,25200,1214488,Meulaboh,200,1011.85,1011.41,,,,,,meulaboh
1,69.92,60.06,804,Clouds,overcast clouds,04d,stations,279.5,1016.66,72,279.5,279.5,,5.64,220.905,97,1569906552,,,0.0082,RU,1569893058,1569934555,18000,1506268,Gornopravdinsk,200,1016.66,1011.65,,,,,,gornopravdinsk
1,141.86,39.28,801,Clouds,few clouds,02d,stations,299.15,1020,57,299.15,299.15,10000,1,,20,1569906553,1,8047,0.0069,JP,1569875261,1569917828,32400,2112444,Kamaishi,200,,,,,,,,kamaishi
1,11.04,61.57,804,Clouds,overcast clouds,04n,stations,270.93,996,92,270.93,270.93,,0.45,315,89,1569906553,3,2012176,0.0074,NO,1569907275,1569948594,7200,3149510,Koppang,200,,,,2.68,,,0.625,koppang
1,-147.8,64.86,803,Clouds,broken clouds,04n,stations,278.13,1010,87,276.48,280.15,16093,1.5,80,75,1569906554,1,7684,0.0062,US,1569859055,1569900279,-28800,5859699,College,200,,,,,,,,college
1,-28.7,38.52,804,Clouds,overcast clouds,04n,stations,294.5,1015.06,69,294.5,294.5,,5.7,175.026,100,1569906554,,,0.0104,PT,1569916208,1569958731,0,3372707,Ribeira Grande,200,1015.06,1015.14,,,,,,ribeira grande
1,-59.84,3.36,801,Clouds,few clouds,02n,stations,299,1007.37,74,299,299,,4,63.857,23,1569906554,,,0.0064,GY,1569923186,1569966697,-14400,3379316,Bonfim,200,1007.37,996.73,,,,,,bonfim
1,-65.11,-43.3,800,Clear,clear sky,01n,stations,279.5,1007.94,33,279.5,279.5,,9.02,260.193,0,1569906555,,,0.0078,AR,1569923619,1569968793,-10800,3839307,Rawson,200,1007.94,982.42,,,,,,rawson
1,135.86,-34.72,800,Clear,clear sky,01d,stations,294.4,1016.8,58,294.4,294.4,,7.24,46.68,0,1569906555,,,0.0075,AU,1569875654,1569920315,34200,2063036,Port Lincoln,200,1016.8,1016.66,,,,,,port lincoln
