,coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,main_sea_level,main_grnd_level,rain_1h,wind_gust,message,rain_3h,snow_3h,cities
1,-68.52,63.75,804,Clouds,overcast clouds,04n,stations,274.99,1013,93,274.82,275.15,24140,1.5,150,90,1569906600,1,797,0.0088,CA,1569926508,1569967541,-14400,5983720,Iqaluit,200,,,,,,,,iqaluit
1,78.62,30.78,500,Rain,light rain,10d,stations,278.8,1015.14,89,278.8,278.8,,3.22,233.962,75,1569906600,,,0.0057,IN,1569890314,1569933123,19800,1253628,Lata,200,1015.14,634.28,,,,0.875,,lata
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,ambodifototra
1,27.85,71.03,500,Rain,light rain,10d,stations,278.78,1005,75,278.15,279.15,10000,9.8,70,75,1569906601,1,1633,0.0082,NO,1569903817,1569943984,7200,778707,Mehamn,200,,,,,,,,mehamn
1,-58.99,-27.45,711,Smoke,smoke,50n,stations,300.67,999,54,300.15,301.15,10000,3.1,50,0,1569906601,1,8257,0.0064,AR,1569922521,1569966954,-10800,3429577,Resistencia,200,,,,,,,,resistencia
1,152.27,-4.34,501,Rain,moderate rain,10d,stations,298,1010.19,91,298,298,,0.56,20.316,79,1569906602,,,0.0091,PG,1569872194,1569915900,36000,2093685,Kokopo,200,1010.19,962.5,,,,4.75,,kokopo
1,24.73,-34,801,Clouds,few clouds,02d,stations,287.2,1024.6,67,287.2,287.2,,4.75,271.497,11,1569906602,,,0.0062,ZA,1569902314,1569946984,7200,986717,Kruisfontein,200,1024.6,992.76,,,,,,kruisfontein
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,zolotinka
1,17.68,-14.66,804,Clouds,overcast clouds,04d,stations,291.5,1015.61,22,291.5,291.5,,1.14,239.019,100,1569906603,,,0.0078,AO,1569904343,1569948339,3600,3347353,Menongue,200,1015.61,854.82,,,,,,menongue
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,coyuca
1,-11.83,7.62,802,Clouds,scattered clouds,03n,stations,295.8,1011.58,99,295.8,295.8,,1.24,23.962,28,1569906603,,,0.0082,SL,1569911720,1569955124,0,2409215,Mattru,200,1011.58,1009.05,,,,,,mattru
1,43.35,45.01,800,Clear,clear sky,01d,stations,289.9,1012.55,67,289.9,289.9,,4.37,173.906,0,1569906603,,,0.0052,RU,1569899027,1569941336,10800,467850,Yelizavetinskoye,200,1012.55,969.86,,,,,,yelizavetinskoye
1,-170.99,65.58,803,Clouds,broken clouds,04n,stations,274.4,1010.33,92,274.4,274.4,,2.41,196.795,82,1569906604,,,0.0076,RU,1569951254,1569991968,43200,4031637,Lavrentiya,200,1010.33,970.61,,,,,,lavrentiya
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,formoso do araguaia
1,-76.2,-13.71,804,Clouds,overcast clouds,04n,stations,289.99,1015,88,289.82,290.15,10000,5.7,220,90,1569906604,1,8691,0.0078,PE,1569926876,1569970857,-18000,3932145,Pisco,200,,,,,,,,pisco
1,108.21,-7.38,803,Clouds,broken clouds,04d,stations,303.8,1010.95,31,303.8,303.8,,4.16,121.054,75,1569906605,,,0.007,ID,1569882726,1569926512,25200,1640902,Kawalu,200,1010.95,943.65,,,,,,kawalu
1,55.99,30.4,800,Clear,clear sky,01d,stations,298.6,1013.75,13,298.6,298.6,,1.99,36.604,0,1569906605,,,0.0067,IR,1569895742,1569938555,12600,118994,Rafsanjan,200,1013.75,806.85,,,,,,rafsanjan
1,-107.33,39.55,800,Clear,clear sky,01n,stations,282.33,1021,41,277.15,286.48,16093,5.7,210,1,1569906605,1,3027,0.0068,US,1569848654,1569891260,-21600,5423092,Glenwood Springs,200,,,,9.8,,,,glenwood springs
1,30.34,66.96,804,Clouds,overcast clouds,04d,stations,278.15,993,90,278.15,278.15,,2.68,54,99,1569906606,3,2004408,0.0071,RU,1569902913,1569943694,10800,583472,Alakurtti,200,,,,4.92,,,,alakurtti
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,wa
1,36.99,-16.84,801,Clouds,few clouds,02d,stations,305.5,1009.54,36,305.5,305.5,,2.67,2.236,18,1569906606,,,0.0077,MZ,1569899678,1569943737,7200,1024312,Mocuba,200,1009.54,983.81,,,,,,mocuba
1,-127.42,50.7,801,Clouds,few clouds,02n,stations,277.15,1020,93,277.15,277.15,24140,1.5,220,20,1569906607,1,1011,0.0081,CA,1569853691,1569895863,-25200,6111862,Port Hardy,200,,,,,,,,port hardy
1,-97.07,15.86,801,Clouds,few clouds,02n,stations,296.6,1010.97,82,296.6,296.6,,3.15,316.519,13,1569906607,,,0.0067,MX,1569932284,1569975465,-18000,3520994,Puerto Escondido,200,1010.97,995.57,,,,,,puerto escondido
1,119.78,16.13,500,Rain,light rain,10d,stations,302,1010.66,70,302,302,,1.83,268.871,81,1569906607,,,0.008,PH,1569880240,1569923446,28800,1731298,Aloleng,200,1010.66,1010.47,,,,0.188,,aloleng
1,59.39,42.05,800,Clear,clear sky,01d,stations,284.72,1023,27,284.15,285.15,10000,2.1,40,0,1569906608,1,9010,0.0088,TM,1569895116,1569937549,18000,601551,Akdepe,200,,,,,,,,akdepe
1,-78.7,26.54,800,Clear,clear sky,01n,stations,299.4,1012.91,80,299.4,299.4,,9.82,57.727,10,1569906608,,,0.0093,BS,1569928023,1569970911,-14400,3572375,Freeport,200,1012.91,1012.84,,,,,,freeport
1,73,5.67,501,Rain,moderate rain,10d,stations,300.3,1013.2,80,300.3,300.3,,5.83,233.786,91,1569906608,,,0.0069,MV,1569891338,1569934796,18000,1337619,Ugoofaaru,200,1013.2,1013.46,,,,4.312,,ugoofaaru
1,-46.97,-1.82,803,Clouds,broken clouds,04n,stations,294.5,1008.52,98,294.5,294.5,,1.54,66.528,70,1569906609,,,0.0056,BR,1569920030,1569963677,-10800,3403127,Pyra,200,1008.52,1000.61,,,,,,pyra
1,62.94,56.26,804,Clouds,overcast clouds,04d,stations,279.7,1021.55,67,279.7,279.7,,4.74,207.192,85,1569906609,,,0.0086,RU,1569894603,1569936359,18000,1507565,Dalmatovo,200,1021.55,1002.9,,,,,,dalmatovo
1,-78.12,-2.3,500,Rain,light rain,10n,stations,281.4,1012.36,95,281.4,281.4,,1.29,329.891,93,1569906609,,,0.0082,EC,1569927497,1569971158,-18000,3654541,Macas,200,1012.36,719.37,,,,0.875,,macas
1,44.7,38.23,800,Clear,clear sky,01d,stations,287.4,1014.13,22,287.4,287.4,,2.44,265.4,0,1569906610,,,0.0064,IR,1569898576,1569941139,12600,117656,Ayan,200,1014.13,761.21,,,,,,ayan
1,111.32,30.77,801,Clouds,few clouds,02d,stations,301.4,1009.91,29,301.4,301.4,,2.34,156.48,23,1569906610,,,0.0057,CN,1569882463,1569925282,28800,1786764,Yichang,200,1009.91,920.33,,,,,,yichang
1,-73.36,41.14,500,Rain,light rain,10n,stations,289.4,1023,72,287.04,291.48,16093,3.1,170,90,1569906610,1,3409,0.0152,US,1569926982,1569969389,-14400,4845585,Westport,200,,,,,,,,westport
1,135.99,33.72,803,Clouds,broken clouds,04d,stations,301.15,1019,78,301.15,301.15,10000,4.1,190,75,1569906611,1,7959,0.006,JP,1569876583,1569919324,32400,1847947,Shingu,200,,,,,,,,shingu
1,70.83,66.83,804,Clouds,overcast clouds,04d,stations,276.6,1003.67,82,276.6,276.6,,4.8,229.818,100,1569906611,,,0.0055,RU,1569893165,1569934011,18000,1486321,Yar-Sale,200,1003.67,1000.29,,,,,,yar-sale
1,122.22,-8.63,800,Clear,clear sky,01d,stations,301,1011.29,60,301,301,,3.03,17.347,0,1569906611,,,0.007,ID,1569879348,1569923166,28800,1635815,Maumere,200,1011.29,986.84,,,,,,maumere
1,61.16,36.54,800,Clear,clear sky,01d,stations,292.15,1019,45,292.15,292.15,10000,1.72,63.226,0,1569906612,1,7484,0.0088,TM,1569894595,1569937221,12600,1159716,Sarakhs,200,,,,,,,,sarakhs
1,100.22,64.27,803,Clouds,broken clouds,04d,stations,274.1,1017.81,62,274.1,274.1,,4.41,267.842,56,1569906612,,,0.0074,RU,1569885956,1569927116,25200,2014833,Tura,200,1017.81,970.42,,,,,,tura
1,-6.55,41.42,802,Clouds,scattered clouds,03n,stations,287.2,1015.84,96,287.2,287.2,,1.71,281.27,45,1569906612,,,0.0065,PT,1569910942,1569953368,3600,2737599,Saldanha,200,1015.84,953.67,,,,,,saldanha
1,5.65,58.61,802,Clouds,scattered clouds,03n,stations,279.68,999,87,278.15,280.93,10000,4.1,360,40,1569906613,1,1680,0.0081,NO,1569908453,1569950002,7200,3132644,Varhaug,200,,,,,,,,varhaug
1,-0.76,5.26,804,Clouds,overcast clouds,04n,stations,295.8,1011.27,96,295.8,295.8,,1.21,270.665,100,1569906613,,,0.0059,GH,1569909033,1569952498,0,2297810,Mumford,200,1011.27,1001.05,,,,,,mumford
1,140.78,-37.83,800,Clear,clear sky,01d,stations,293.15,1025,42,293.15,293.15,10000,4.1,30,0,1569906612,1,9560,0.0065,AU,1569874406,1569919202,34200,2156643,Mount Gambier,200,,,,,,,,mount gambier
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,jiddah
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,inderborskiy
1,64.48,61.68,500,Rain,light rain,10d,stations,275.8,1009.42,88,275.8,275.8,,5,198.261,100,1569906614,,,0.0064,RU,1569894431,1569935792,18000,1502750,Kommunisticheskiy,200,1009.42,995.89,,,,0.312,,kommunisticheskiy
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,geresk
1,-158.09,21.35,521,Rain,shower rain,09n,stations,299.6,1014,88,297.15,301.15,16093,2.1,110,75,1569906614,1,7866,0.0077,US,1569860590,1569903682,-36000,5850554,Makakilo City,200,,,,,,,,makakilo city
1,43.46,56.24,520,Rain,light intensity shower rain,09d,stations,285.81,999,87,285.37,286.15,10000,6,180,90,1569906615,1,9037,0.006,RU,1569899284,1569941026,10800,563708,Dzerzhinsk,200,,,,,,,,dzerzhinsk
1,-52.1,-32.03,800,Clear,clear sky,01n,stations,292.59,1002,92,292.59,292.59,,1.34,71,0,1569906615,3,2020865,0.006,BR,1569920778,1569965390,-10800,3451138,Rio Grande,200,,,,2.68,,,,rio grande
1,73.17,61.17,802,Clouds,scattered clouds,03d,stations,279.15,1014,87,279.15,279.15,10000,6,220,40,1569906615,1,8987,0.0055,RU,1569892320,1569933732,18000,1510842,Barsovo,200,,,,,,,,barsovo
1,57.76,-20.21,521,Rain,shower rain,09d,stations,296.55,1020,83,296.15,297.04,10000,6.2,70,75,1569906616,1,2061,0.0065,MU,1569894645,1569938803,14400,1106643,Quatre Cocos,200,,,,,,,,quatre cocos
1,-116.56,43.57,500,Rain,light rain,10n,stations,281.63,1016,61,279.26,284.15,14484,3.1,330,90,1569906616,1,4829,0.0095,US,1569850938,1569893404,-21600,5601933,Nampa,200,,,,6.2,,,,nampa
1,-35.21,-5.81,802,Clouds,scattered clouds,03n,stations,297.13,1013,83,296.15,298.15,10000,3.6,130,40,1569906616,1,8417,0.0086,BR,1569917155,1569960908,-10800,3394023,Natal,200,,,,,,,,natal
1,36.69,50.71,701,Mist,mist,50d,stations,287.15,999,100,287.15,287.15,5000,4,220,75,1569906617,1,9030,0.0062,RU,1569900756,1569942804,10800,824987,Khokhlovo,200,,,,,,,,khokhlovo
1,91.82,56.17,802,Clouds,scattered clouds,03d,stations,277.15,1026,80,277.15,277.15,10000,4,250,40,1569906617,1,8957,0.0052,RU,1569887660,1569929443,25200,1538641,Kedrovyy,200,,,,,,,,kedrovyy
1,18.16,47.99,800,Clear,clear sky,01d,stations,281.63,1015,87,280.15,284.26,10000,1.5,100,0,1569906618,1,6670,0.0066,SK,1569905142,1569947309,7200,3058472,Nove Zamky,200,,,,,,,,nove zamky
1,148.01,-33.38,800,Clear,clear sky,01d,stations,299.82,1025,13,299.82,299.82,,2.24,189,0,1569906618,3,20556,0.0085,AU,1569872769,1569917370,36000,2166368,Forbes,200,,,,3.58,,,,forbes
1,-16.75,13.38,800,Clear,clear sky,01n,stations,299.15,1010,94,299.15,299.15,10000,4.38,326.346,0,1569906618,1,2367,0.0085,GM,1569912974,1569956231,0,2413753,Brufut,200,,,,,,,,brufut
1,122.67,11,501,Rain,moderate rain,10d,stations,302.9,1010.13,71,302.9,302.9,,2.32,183.114,67,1569906619,,,0.0056,PH,1569879483,1569922815,28800,1714733,Dingle,200,1010.13,993.94,,,,5.188,,dingle
1,45.06,-25.17,800,Clear,clear sky,01d,stations,299.9,1015.05,35,299.9,299.9,,2.57,345.694,0,1569906619,,,0.0061,MG,1569897609,1569941933,10800,1067565,Beloha,200,1015.05,993.37,,,,,,beloha
1,46.46,57.37,500,Rain,light rain,10d,stations,284.1,1000.26,89,284.1,284.1,,6.96,182.519,100,1569906619,,,0.0061,RU,1569898600,1569940270,10800,482230,Tonkino,200,1000.26,985.4,,,,0.188,,tonkino
1,-97.86,55.74,804,Clouds,overcast clouds,04n,stations,275.15,1023,59,275.15,275.15,24140,1,60,90,1569906620,1,935,0.0062,CA,1569933231,1569974897,-18000,6165406,Thompson,200,,,,,,,,thompson
1,33.64,-25.04,500,Rain,light rain,10d,stations,291,1020.46,83,291,291,,7.05,172.466,100,1569906598,,,0.0059,MZ,1569900350,1569944673,7200,1024552,Xai-Xai,200,1020.46,1017.54,,,,1.624,,xai-xai
1,145.57,43.32,802,Clouds,scattered clouds,03d,stations,295.15,1017,68,295.15,295.15,10000,3.1,80,40,1569906620,1,7976,0.0072,JP,1569874441,1569916868,32400,2128975,Nemuro,200,,,,,,,,nemuro
1,97.04,40.29,803,Clouds,broken clouds,04d,stations,294.6,1009.23,25,294.6,294.6,,5.45,89.328,76,1569906620,,,0.0056,CN,1569886042,1569928556,28800,1528998,Yumen,200,1009.23,853.14,,,,,,yumen
1,4.24,48.95,804,Clouds,overcast clouds,04n,stations,288.52,1007,93,288.15,289.15,10000,6.7,210,90,1569906621,1,6535,0.0092,FR,1569908509,1569950623,7200,2995603,Saint-Pierre,200,,,,,,,,saint-pierre
1,25.21,0.52,804,Clouds,overcast clouds,04d,stations,296.2,1013.02,79,296.2,296.2,,1.04,299.087,100,1569906621,,,0.0063,CD,1569902741,1569946327,7200,212730,Kisangani,200,1013.02,962.09,,,,,,kisangani
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,umzimvubu
1,-59.66,-33.68,501,Rain,moderate rain,10n,stations,287.59,1002,65,287.59,287.59,,4.92,225,100,1569906622,3,2019320,0.0063,AR,1569922556,1569967241,-10800,3428576,San Pedro,200,,,,,,5.312,,san pedro
1,13.31,48.4,800,Clear,clear sky,01d,stations,280.39,1013,100,278.71,283.15,10000,1,,0,1569906622,1,6874,0.0091,AT,1569906317,1569948462,7200,2853065,Pocking,200,,,,,,,,pocking
1,-79,-5.15,500,Rain,light rain,10n,stations,289.9,1012.7,97,289.9,289.9,,0.67,15.945,100,1569906622,,,0.0078,PE,1569927670,1569971407,-18000,3692529,San Ignacio,200,1012.7,860.6,,,,2.938,,san ignacio
1,-38.66,-3.73,802,Clouds,scattered clouds,03n,stations,299.15,1011,74,299.15,299.15,10000,6.7,90,40,1569906623,1,8363,0.0061,BR,1569918011,1569961708,-10800,3402429,Caucaia,200,,,,,,,,caucaia
1,124.29,8,501,Rain,moderate rain,10d,stations,303.15,1010,77,303.15,303.15,,2.68,344,65,1569906623,3,2007154,0.0063,PH,1569879058,1569922463,28800,1701054,Marawi,200,,,,5.36,,6.062,,marawi
1,-75.98,36.85,803,Clouds,broken clouds,04n,stations,293.7,1021,78,291.15,295.37,16093,1.5,70,75,1569906385,1,5216,0.0086,US,1569927533,1569970095,-14400,4791259,Virginia Beach,200,,,,,,,,virginia beach
1,44.06,9.56,501,Rain,moderate rain,10d,stations,295.3,1013.62,69,295.3,295.3,,6.36,164.171,100,1569906624,,,0.006,SO,1569898331,1569941691,10800,57289,Hargeysa,200,1013.62,866.95,,,,3.437,,hargeysa
1,29.85,46.85,801,Clouds,few clouds,02d,stations,289.4,1012.18,52,289.4,289.4,,8.95,309.506,23,1569906624,,,0.0054,UA,1569902309,1569944533,10800,617239,Konstantinovka,200,1012.18,1002.49,,,,,,konstantinovka
1,31.81,31.42,801,Clouds,few clouds,02d,stations,298.15,1011,69,298.15,298.15,10000,1.5,270,20,1569906624,1,2522,0.0066,EG,1569901563,1569944338,7200,358048,Damietta,200,,,,,,,,damietta
1,20.79,-6.42,804,Clouds,overcast clouds,04d,stations,295.2,1012.21,89,295.2,295.2,,1.25,328.344,100,1569906625,,,0.0067,CD,1569903711,1569947478,7200,204953,Tshikapa,200,1012.21,941.85,,,,,,tshikapa
1,-149.33,-17.53,802,Clouds,scattered clouds,03n,stations,298.91,1015,69,298.71,299.15,10000,2.6,360,40,1569906625,1,7318,0.0055,PF,1569858009,1569902059,-36000,4033356,Tiarei,200,,,,,,,,tiarei
1,111.62,-2.68,804,Clouds,overcast clouds,04d,stations,308,1009.29,34,308,308,,2.27,137.889,98,1569906625,,,0.0066,ID,1569881968,1569925634,25200,1632694,Pangkalanbuun,200,1009.29,1006.07,,,,,,pangkalanbuun
1,-8.69,43.21,741,Fog,fog,50n,stations,290.58,1014,82,288.15,292.59,10000,2.6,260,20,1569906626,1,6403,0.0063,ES,1569911490,1569953846,7200,3126369,Carballo,200,,,,,,,,carballo
1,-51.32,-24,800,Clear,clear sky,01n,stations,289.5,1011.97,64,289.5,289.5,,1.74,103.876,0,1569906626,,,0.0066,BR,1569920744,1569965050,-10800,3463573,Faxinal,200,1011.97,948.17,,,,,,faxinal
1,52.16,44.14,802,Clouds,scattered clouds,03d,stations,291.2,1018.66,33,291.2,291.2,,6.84,129.909,33,1569906626,,,0.0066,KZ,1569896893,1569939242,18000,608324,Shetpe,200,1018.66,1015.64,,,,,,shetpe
1,-101.48,25.38,800,Clear,clear sky,01n,stations,292.56,1019,56,291.48,293.15,16093,4.73,36.492,5,1569906627,1,7118,0.0065,MX,1569933475,1569976391,-18000,4005870,General Cepeda,200,,,,,,,,general cepeda
1,40.09,60.8,804,Clouds,overcast clouds,04d,stations,282.7,990.54,97,282.7,282.7,,2.64,123.449,100,1569906627,,,0.0058,RU,1569900258,1569941669,10800,467084,Yertsevo,200,990.54,970.31,,,,,,yertsevo
1,-51.19,68.82,802,Clouds,scattered clouds,03n,stations,275.15,1015,64,275.15,275.15,,2.6,,47,1569906627,1,165,0.0059,GL,1569922656,1569963076,-7200,3420768,Qasigiannguit,200,,,,,,,,qasigiannguit
1,-8.36,43.2,741,Fog,fog,50n,stations,290.42,1014,82,288.15,292.59,10000,2.6,260,20,1569906628,1,6403,0.0086,ES,1569911411,1569953767,7200,3119841,Beira,200,,,,,,,,beira
1,8.83,63.73,802,Clouds,scattered clouds,03n,stations,276.01,988,93,275.37,276.48,10000,5.1,110,40,1569906628,1,1647,0.006,NO,1569907906,1569949023,7200,3139597,Sistranda,200,,,,,,,,sistranda
1,-123.09,55.34,803,Clouds,broken clouds,04n,stations,279.15,1015,48,279.15,279.15,14484,2.6,140,75,1569906628,1,1016,0.0064,CA,1569852767,1569894709,-25200,6063191,Mackenzie,200,,,,,,,,mackenzie
1,28.59,-20.16,800,Clear,clear sky,01d,stations,289.6,1015.58,68,289.6,289.6,,6.12,120.495,10,1569906629,,,0.0068,ZW,1569901642,1569945804,7200,894701,Bulawayo,200,1015.58,875.17,,,,,,bulawayo
1,-76.24,-9.93,500,Rain,light rain,10n,stations,279.3,1015.43,87,279.3,279.3,,0.63,43.71,97,1569906629,,,0.0058,PE,1569926941,1569970812,-18000,3696417,Huanuco,200,1015.43,649.29,,,,0.374,,huanuco
1,-76.41,17.88,211,Thunderstorm,thunderstorm,11n,stations,300.15,1009,83,300.15,300.15,10000,2.1,90,75,1569906629,1,7105,0.0078,JM,1569927352,1569970482,-18000,3489440,Morant Bay,200,,,,,,,,morant bay
1,-45.24,60.14,804,Clouds,overcast clouds,04n,stations,278.2,1010.11,60,278.2,278.2,,3.33,45.73,91,1569906630,,,0.006,GL,1569920745,1569962131,-7200,3421765,Nanortalik,200,1010.11,999.94,,,,,,nanortalik
1,5.26,14.89,801,Clouds,few clouds,02n,stations,301.15,1010,61,301.15,301.15,8000,5.1,180,20,1569906630,1,1189,0.0085,NE,1569907711,1569950931,3600,2439376,Tahoua,200,,,,,,,,tahoua
1,79.84,11.24,802,Clouds,scattered clouds,03d,stations,304.5,1012.54,58,304.5,304.5,,2.47,231.754,44,1569906630,,,0.0071,IN,1569889765,1569933087,19800,1254367,Tirumullaivasal,200,1012.54,1008.1,,,,,,tirumullaivasal
1,69.95,28.69,800,Clear,clear sky,01d,stations,306.8,1007.08,33,306.8,306.8,,5.35,229.775,0,1569906631,,,0.0052,PK,1569892366,1569935232,18000,1166819,Rojhan,200,1007.08,952.01,,,,,,rojhan
1,29.72,70.63,803,Clouds,broken clouds,04d,stations,278.15,1002,80,278.15,278.15,10000,12.9,60,75,1569906631,1,1682,0.0069,NO,1569903332,1569943572,7200,780717,Batsfjord,200,,,,,,,,batsfjord
1,-51.74,64.17,803,Clouds,broken clouds,04n,stations,276.03,1011,58,275.93,276.15,,5.1,50,57,1569906631,1,86,0.0089,GL,1569922494,1569963501,-7200,3421319,Nuuk,200,,,,,,,,nuuk
1,124.81,43.5,800,Clear,clear sky,01d,stations,300.37,987,45,300.37,300.37,,8.06,209.637,0,1569906632,3,2000253,0.0064,CN,1569879431,1569921841,28800,2037222,Gongzhuling,200,,,,,,,,gongzhuling
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,kapoeta
1,14,31.76,800,Clear,clear sky,01d,stations,294,1015.32,57,294,294,,2.21,282.399,0,1569906632,,,0.0058,LY,1569905844,1569948604,7200,2218840,Bani Walid,200,1015.32,947.32,,,,,,bani walid
1,135.58,62.65,804,Clouds,overcast clouds,04d,stations,274.3,1007.53,95,274.3,274.3,,1.74,199.707,100,1569906632,,,0.0084,RU,1569877378,1569918725,32400,2022773,Khandyga,200,1007.53,985.37,,,,,,khandyga
1,136.78,-12.18,802,Clouds,scattered clouds,03d,stations,304.15,1014,52,304.15,304.15,10000,7.7,130,40,1569906633,1,9576,0.0068,AU,1569875808,1569919719,34200,2064735,Nhulunbuy,200,,,,,,,,nhulunbuy
1,43.89,47.12,804,Clouds,overcast clouds,04d,stations,289.3,1011.81,68,289.3,289.3,,6.75,178.438,100,1569906633,,,0.0079,RU,1569898942,1569941162,10800,464179,Zavetnoye,200,1011.81,998.5,,,,,,zavetnoye
1,167.72,-45.41,803,Clouds,broken clouds,04d,stations,278,1008.8,71,278,278,,5.27,310.132,83,1569906633,,,0.0051,NZ,1569867750,1569912930,46800,2181625,Te Anau,200,1008.8,954.52,,,,,,te anau
1,-82.55,22.98,802,Clouds,scattered clouds,03n,stations,298.15,1012,83,298.15,298.15,9000,3.6,50,40,1569906634,1,7236,0.0079,CU,1569928896,1569971885,-14400,3567612,Bauta,200,,,,,,,,bauta
1,64.42,63.19,500,Rain,light rain,10d,stations,276.6,1006.2,91,276.6,276.6,,4.4,193.493,100,1569906634,,,0.0056,RU,1569894513,1569935739,18000,1505965,Igrim,200,1006.2,995.57,,,,1.063,,igrim
1,146.16,-18.65,800,Clear,clear sky,01d,stations,301.7,1016.37,42,301.7,301.7,,3.14,104.478,1,1569906634,,,0.006,AU,1569873466,1569917560,36000,2162737,Ingham,200,1016.37,995.73,,,,,,ingham
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,sorvag
1,45.03,12.79,500,Rain,light rain,10d,stations,305.3,1011.43,55,305.3,305.3,,6.85,94.235,89,1569906635,,,0.0068,YE,1569898139,1569941418,10800,415189,Aden,200,1011.43,1003.78,,,,0.562,,aden
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,ascension
1,-94.76,39.95,800,Clear,clear sky,01n,stations,297.73,1014,83,296.15,299.15,16093,3.1,180,1,1569906635,1,4042,0.0066,US,1569932099,1569974541,-18000,4407665,Kodiak,200,,,,,,,,kodiak
1,17.79,51.9,801,Clouds,few clouds,02d,stations,283.71,1010,96,283.71,283.71,,0.45,201,18,1569906636,3,2000041,0.0088,PL,1569905327,1569947302,7200,3088848,Pleszew,200,,,,1.34,,,,pleszew
1,25.44,-33.4,800,Clear,clear sky,01d,stations,287.15,1023,82,287.15,287.15,10000,5.7,260,0,1569906636,1,1973,0.0054,ZA,1569902157,1569946801,7200,990802,Kirkwood,200,,,,,,,,kirkwood
1,-47.36,-0.61,802,Clouds,scattered clouds,03n,stations,300.1,1008.19,79,300.1,300.1,,6.38,74.326,42,1569906636,,,0.0061,BR,1569920139,1569963754,-10800,3389822,Salinopolis,200,1008.19,1008.2,,,,,,salinopolis
1,13.84,-18.06,800,Clear,clear sky,01d,stations,291.5,1013.96,26,291.5,291.5,,3.27,65.521,0,1569906637,,,0.0067,NA,1569905213,1569949312,7200,3354077,Opuwo,200,1013.96,898.53,,,,,,opuwo
1,-86.92,14.68,500,Rain,light rain,10n,stations,292.2,1010.89,91,292.2,292.2,,0.54,78.979,99,1569906637,,,0.0069,HN,1569843428,1569886691,-21600,3609418,San Cristobal,200,1010.89,907.93,,,,2.875,,san cristobal
1,-72.22,48.51,500,Rain,light rain,10n,stations,279.13,1022,86,278.15,279.82,40233,1.5,270,90,1569906505,1,901,0.0062,CA,1569926867,1569968957,-14400,6125653,Roberval,200,,,,,,,,roberval
1,91.87,27.59,500,Rain,light rain,10d,stations,289.6,1012.44,88,289.6,289.6,,2.02,192.782,57,1569906637,,,0.006,BT,1569887088,1569929991,19800,1254832,Tawang,200,1012.44,768.9,,,,2.438,,tawang
1,22.18,46.45,800,Clear,clear sky,01d,stations,281.03,1015,93,280.93,281.15,10000,3.1,100,0,1569906638,1,6917,0.0054,RO,1569904142,1569946380,10800,667515,Susani,200,,,,,,,,susani
1,32.75,53.67,500,Rain,light rain,10d,stations,285.3,994.61,93,285.3,285.3,,5.58,255.819,89,1569906638,,,0.0072,RU,1569901781,1569943669,10800,467134,Yershichi,200,994.61,971.08,,,,0.375,,yershichi
1,50.01,36.28,800,Clear,clear sky,01d,stations,289.15,1017,72,289.15,289.15,10000,2.19,170.159,0,1569906638,1,7465,0.0078,IR,1569897269,1569939898,12600,119505,Qazvin,200,,,,,,,,qazvin
1,74.27,17.05,802,Clouds,scattered clouds,03d,stations,300.3,1013.52,66,300.3,300.3,,2.88,250.796,41,1569906639,,,0.0051,IN,1569891174,1569934351,19800,1278296,Islampur,200,1013.52,938.42,,,,,,islampur
1,16.43,-28.55,803,Clouds,broken clouds,04d,stations,286.7,1019.28,85,286.7,286.7,,8.32,142.582,58,1569906639,,,0.0062,ZA,1569904414,1569948868,7200,3354071,Oranjemund,200,1019.28,1019.46,,,,,,oranjemund
1,12.48,41.89,800,Clear,clear sky,01d,stations,291.35,1013,82,288.71,294.15,10000,1,,0,1569906470,1,6792,0.0074,IT,1569906380,1569948797,7200,6539761,Rome,200,,,,,,,,roma
1,-66.78,-18.9,803,Clouds,broken clouds,04n,stations,283,1013.02,39,283,283,,6.62,160.29,55,1569906640,,,0.0076,BO,1569924537,1569968676,-14400,3921355,Challapata,200,1013.02,651.06,,,,,,challapata
